0610008F07Rik	0.00964231	0.96079	0.0295678
0610010D20Rik	0.00848504	0.957429	0.0340857
0610012D14Rik	0.000571006	0.606867	0.392562
0710005I19Rik	1.20104e-05	0.026192	0.973796
1100001E04Rik	1.01327e-05	0.00422309	0.995767
1110001D15Rik	0.000292552	0.460966	0.538741
1110002H13Rik	1.33362e-05	0.0363405	0.963646
1110006O24Rik	9.93517e-05	0.261176	0.738725
1110017D15Rik	0.0019728	0.842199	0.155828
1110018M03Rik	0.000490828	0.573478	0.426031
1110020C03Rik	0.00388669	0.916543	0.0795701
1110028C15Rik	0.00969229	0.96091	0.029398
1110032A04Rik	3.44348e-05	0.125033	0.874932
1110049B09Rik	0.0004092	0.533375	0.466216
1190002H23Rik	0.000291433	0.460158	0.53955
1190003M12Rik	0.0121299	0.964986	0.0228838
1200009O22Rik	0.000791443	0.677487	0.321721
1200013B08Rik	0.00155368	0.805715	0.192731
1200015N20Rik	0.121407	0.876979	0.00161366
1300002K09Rik	1.00061e-05	0.000485844	0.999504
1300007F04Rik	1.10951e-05	0.0175852	0.982404
1500041B16Rik	0.00153286	0.803497	0.19497
1600015H20Rik	1.11387e-05	0.0180449	0.981944
1600015I10Rik	0.000626989	0.62738	0.371993
1700001C02Rik	1.62537e-05	0.054196	0.945788
1700001C19Rik	0.000802556	0.680424	0.318773
1700001E04Rik	0.000684868	0.646574	0.352741
1700001F09Rik	1.00047e-05	0.00040849	0.999582
1700001O22Rik	0.000132821	0.308751	0.691116
1700001P01Rik	0.000161468	0.343417	0.656422
1700003F12Rik	0.00217261	0.8554	0.142428
1700003M02Rik	7.48889e-05	0.219369	0.780556
1700007G11Rik	1.02755e-05	0.0069665	0.993023
1700007K09Rik	0.00157413	0.80785	0.190575
1700008F21Rik	1.00002e-05	7.35757e-05	0.999916
1700008G05Rik	3.32784e-05	0.121477	0.878489
1700008I05Rik	1.00748e-05	0.00283716	0.997153
1700010A17Rik	7.63784e-05	0.222142	0.777782
1700010D01Rik	7.27019e-05	0.215236	0.784691
1700010H22Rik	1.00497e-05	0.00213088	0.997859
1700011F03Rik	0.00413011	0.92123	0.0746403
1700011H14Rik	1.03009e-05	0.0073974	0.992592
1700011J10Rik	1.02606e-05	0.00670811	0.993282
1700012A03Rik	1.0007e-05	0.000535434	0.999455
1700012A16Rik	0.0132994	0.966057	0.0206439
1700012B09Rik	8.41326e-05	0.236055	0.763861
1700013G24Rik	3.5022e-05	0.126809	0.873156
1700015E13Rik	0.000165733	0.348204	0.651631
1700016D06Rik	1.00507e-05	0.00216118	0.997829
1700016G05Rik	0.00102678	0.730682	0.268291
1700016K19Rik	1.11677e-05	0.0183468	0.981642
1700017N19Rik	1.00157e-05	0.000947641	0.999042
1700018B08Rik	0.0100777	0.961775	0.0281475
1700018C11Rik	1.44793e-05	0.0438727	0.956113
1700018L24Rik	1.1732e-05	0.0237661	0.976222
1700019G17Rik	0.00422331	0.922878	0.0728987
1700019L03Rik	1.01269e-05	0.00409467	0.995895
1700019N12Rik	0.859163	0.140819	1.81509e-05
1700019P01Rik	0.0015055	0.80051	0.197985
1700020D05Rik	1.00753e-05	0.00285053	0.997139
1700020N15Rik	5.74371e-05	0.183978	0.815964
1700023E05Rik	0.00612101	0.945017	0.0488616
1700023I07Rik	1.00216e-05	0.00118632	0.998804
1700025D03Rik	0.00192198	0.838474	0.159604
1700025E21Rik	0.000602274	0.618578	0.38082
1700025F22Rik	1.00002e-05	7.57592e-05	0.999914
1700026L06Rik	0.00694704	0.95053	0.0425234
1700027A23Rik	0.000220852	0.403276	0.596503
1700028P14Rik	1.06912e-05	0.0129541	0.987035
1700029F12Rik	0.000363034	0.507219	0.492418
1700029H14Rik	2.22321e-05	0.0822803	0.917697
1700029I08Rik	0.00192798	0.838923	0.159149
1700029I15Rik	3.93277e-05	0.13928	0.860681
1700030F18Rik	1.07451e-05	0.0136197	0.98637
1700030J22Rik	3.32842e-05	0.121495	0.878471
1700034K16Rik	3.35782e-05	0.122407	0.87756
1700034O15Rik	0.000603322	0.618959	0.380437
1700039E15Rik	2.85158e-05	0.105902	0.89407
1700040L02Rik	1.01022e-05	0.00352441	0.996465
1700041C02Rik	0.00021034	0.393628	0.606161
1700042G07Rik	0.000113906	0.282985	0.716901
1700049G17Rik	1.00049e-05	0.000417877	0.999572
1700049K14Rik	2.96139e-05	0.10964	0.89033
1700054O13Rik	1.01396e-05	0.00437244	0.995617
1700057G04Rik	1.24628e-05	0.029881	0.970107
1700057K13Rik	3.81822e-05	0.136051	0.863911
1700058C13Rik	0.000614061	0.622824	0.376562
1700061G19Rik	0.224805	0.774498	0.000696577
1700065D16Rik	1.00022e-05	0.0002424	0.999748
1700065I17Rik	0.000845366	0.691293	0.307861
1700067K01Rik	0.00198511	0.843077	0.154938
1700067P10Rik	1.17704e-05	0.0241088	0.975879
1700071K01Rik	0.0492328	0.946048	0.00471962
1700072E05Rik	1.00207e-05	0.00115195	0.998838
1700074P13Rik	1.00013e-05	0.000176134	0.999814
1700080E11Rik	0.000103301	0.267287	0.73261
1700081D17Rik	1.00844e-05	0.00308506	0.996905
1700088E04Rik	0.015958	0.967212	0.0168304
1700093K21Rik	1.00079e-05	0.000583061	0.999407
1700102P08Rik	1.53972e-05	0.0493833	0.950601
1700109H08Rik	2.0032e-05	0.0728077	0.927172
1700110M21Rik	1.94716e-05	0.0702589	0.929722
1700113O17Rik	1.93571e-05	0.0697305	0.93025
1700123K08Rik	0.000356428	0.503234	0.49641
1810007E14Rik	1.10043e-05	0.0166072	0.983382
1810008K16Rik	1.00024e-05	0.000260251	0.99973
1810008N23Rik	1.00058e-05	0.000472608	0.999517
1810010M01Rik	0.000106027	0.271419	0.728475
1810012P15Rik	0.0297572	0.961888	0.00835522
1810019J16Rik	0.0104246	0.962471	0.0271047
1810065E05Rik	1.38235e-05	0.0396581	0.960328
1810073H04Rik	0.000191194	0.375088	0.624721
2010001M09Rik	0.0592235	0.93696	0.00381608
2010005H15Rik	1.05472e-05	0.0110789	0.988911
2010106E10Rik	1.00009e-05	0.000148007	0.999842
2010107G12Rik	7.37999e-05	0.217321	0.782606
2200002J24Rik	0.000811722	0.68281	0.316378
2200002K05Rik	0.0240916	0.96531	0.0105981
2210009G21Rik	0.0930577	0.904703	0.00223964
2210010C04Rik	0.00215333	0.854218	0.143629
2210012G02Rik	0.0169892	0.967322	0.015689
2210020M01Rik	0.000113995	0.283112	0.716774
2210023G05Rik	1.81836e-05	0.0641503	0.935831
2210407C18Rik	0.000191987	0.375881	0.623927
2210408I21Rik	0.000187165	0.371012	0.628801
2210415F13Rik	1.04878e-05	0.0102555	0.989734
2210417D09Rik	0.000587172	0.613005	0.386408
2300006N05Rik	0.000623743	0.626245	0.373131
2310002B06Rik	0.000261363	0.437437	0.562301
2310002B14Rik	0.00277466	0.884879	0.112346
2310002L09Rik	1.24337e-05	0.0296516	0.970336
2310003F16Rik	0.000711155	0.654695	0.344594
2310005G13Rik	1.04505e-05	0.00972072	0.990269
2310007B03Rik	1.00136e-05	0.000856606	0.999133
2310010M24Rik	1.00776e-05	0.00291123	0.997079
2310016F22Rik	8.98113e-05	0.245741	0.754169
2310031A18Rik	0.00170626	0.820662	0.177632
2310038E17Rik	1.00206e-05	0.00114604	0.998844
2310039E09Rik	0.00969786	0.960923	0.0293792
2310040M23Rik	1.00066e-05	0.00051361	0.999476
2310042E22Rik	7.78917e-05	0.224924	0.774998
2310045A20Rik	0.00345707	0.906655	0.0898875
2310051M13Rik	1.11902e-05	0.0185782	0.981411
2310057N15Rik	1.00039e-05	0.000360333	0.99963
2310076L09Rik	0.000671786	0.642399	0.356929
2410018L13Rik$2410018L13Rik	0.00600281	0.944083	0.0499141
2410066E13Rik	0.00730619	0.952469	0.0402247
2510009E07Rik	0.000280921	0.452442	0.547277
2510027J23Rik	3.36075e-05	0.122497	0.877469
2510048L02Rik	1.31918e-05	0.0353218	0.964665
2610034M16Rik	1.03577e-05	0.00831825	0.991671
2610109H07Rik	0.000534276	0.592213	0.407252
2610110G12Rik	0.0010676	0.7383	0.260632
2610301F02Rik	0.000303109	0.468462	0.531235
2810030E01Rik	1.00146e-05	0.000900044	0.99909
2810046L04Rik	0.874553	0.12543	1.64925e-05
2810055F11Rik	0.00529608	0.937506	0.0571984
2810408A11Rik	0.0261671	0.964176	0.00965721
2810410C14Rik	0.00021557	0.398473	0.601312
2810426N06Rik	0.0126514	0.965517	0.0218312
2810439F02Rik	0.00190682	0.837332	0.160761
2810487A22Rik	9.11472e-05	0.247963	0.751946
2900005J15Rik	0.000616826	0.623807	0.375576
2900009I07Rik	1.01045e-05	0.00358007	0.99641
2900024O10Rik	0.00766057	0.954166	0.0381737
2900026A02Rik	6.27425e-05	0.195367	0.804571
2900046G09Rik	0.000412453	0.535114	0.464474
2900083I11Rik	0.000187999	0.371861	0.627951
2900092C05Rik	1.00044e-05	0.000388543	0.999601
2900093B09Rik	0.0122856	0.965155	0.0225597
3-Mar	1.06135e-05	0.0119613	0.988028
3110002H16Rik	0.00412817	0.921195	0.0746773
3110032G18Rik	5.1901e-05	0.17138	0.828568
3110035E14Rik	3.35694e-05	0.12238	0.877587
3110057O12Rik	3.27153e-05	0.119717	0.880251
3222401L13Rik	0.000133111	0.309127	0.69074
3322402L07Rik	6.08079e-05	0.191285	0.808654
3830403N18Rik	1.00012e-05	0.000167876	0.999822
3830417A13Rik	0.12726	0.871219	0.00152025
4-Mar	0.000551545	0.59923	0.400219
4430402I18Rik	1.30406e-05	0.0342364	0.965751
4432416J03Rik	1.00289e-05	0.00145438	0.998536
4631422O05Rik	0.0441724	0.950486	0.00534175
4631426E05Rik	1.23254e-05	0.0287902	0.971197
4632417N05Rik	0.000323241	0.482168	0.517509
4632433K11Rik	1.2182e-05	0.0276247	0.972363
4732415M23Rik	0.000369446	0.511027	0.488604
4732429D16Rik	0.00140495	0.788778	0.209817
4732435N03Rik	0.000550673	0.598881	0.400568
4732454E20Rik	1.0017e-05	0.0010017	0.998988
4831426I19Rik	0.003686	0.91221	0.0841044
4833409A17Rik	0.00200408	0.844412	0.153584
4833413O15Rik	1.00003e-05	9.02933e-05	0.9999
4833420G17Rik	0.649452	0.350482	6.653e-05
4833422F24Rik	1.2421e-05	0.0295516	0.970436
4833423E24Rik	0.000244773	0.423986	0.575769
4921504I05Rik	0.000172296	0.355402	0.644426
4921506M07Rik	1.94303e-05	0.0700686	0.929912
4921507P07Rik	1.18349e-05	0.0246784	0.97531
4921511C04Rik	0.0014947	0.799308	0.199198
4921517D21Rik	1.15283e-05	0.0218979	0.978091
4921517D22Rik	0.000635576	0.630349	0.369015
4921520G13Rik	1.80273e-05	0.0633827	0.936599
4921521K07Rik	1.00179e-05	0.00103907	0.998951
4921522P10Rik	1.00124e-05	0.000803413	0.999187
4921530L21Rik	1.00744e-05	0.00282602	0.997164
4921537P18Rik	1.00111e-05	0.000743632	0.999246
4922502D21Rik	1.0001e-05	0.000152193	0.999838
4930403C10Rik	1.19491e-05	0.0256692	0.974319
4930404H21Rik	1.00087e-05	0.000622963	0.999367
4930404N11Rik	0.0402269	0.953832	0.00594145
4930408O21Rik	4.22001e-05	0.147123	0.852835
